Date,Time,Total nat. gas (kBtu/h),Dry-bulb temperature (°C)
11-13,12:45,5.064,10.30
11-13,13:15,5.041,10.70
11-13,13:45,5.017,10.70
11-13,14:15,5.036,10.30
11-13,14:45,5.102,10.30
11-13,15:15,5.210,9.30
11-13,15:45,5.363,9.30
11-13,16:15,5.493,8.70
11-13,16:45,5.588,8.70
11-13,17:15,5.663,8.30
11-13,17:45,5.725,8.30
11-13,18:15,5.200,8.30
11-13,18:45,5.190,8.30
11-13,19:15,5.178,8.30
11-13,19:45,5.169,8.30
11-13,20:15,5.150,8.60
11-13,20:45,5.134,8.60
11-13,21:15,5.162,8.10
11-13,21:45,5.230,8.10
11-13,22:15,6.120,8.00
11-13,22:45,6.068,8.00
11-13,23:15,6.199,7.60
11-13,23:45,6.220,7.60
11-14,00:15,6.344,7.60
11-14,00:45,6.344,7.60
11-14,01:15,6.343,7.60
11-14,01:45,6.345,7.60
11-14,02:15,6.347,7.60
11-14,02:45,6.347,7.60
11-14,03:15,6.347,7.60
11-14,03:45,6.346,7.60
11-14,04:15,6.356,7.40
11-14,04:45,6.377,7.40
11-14,05:15,6.426,6.70
11-14,05:45,6.507,6.70
11-14,06:15,6.599,5.90
11-14,06:45,6.698,5.90
11-14,07:15,6.795,5.10
11-14,07:45,6.886,5.10
11-14,08:15,6.913,5.10
11-14,08:45,6.820,5.10
11-14,09:15,6.048,6.60
11-14,09:45,5.851,6.60
11-14,10:15,5.718,7.70
11-14,10:45,5.631,7.70
11-14,11:15,5.549,8.80
11-14,11:45,5.458,8.80
11-14,12:15,5.416,8.90
11-14,12:45,5.421,8.90
11-14,13:15,5.420,9.10
11-14,13:45,5.416,9.10
11-14,14:15,5.404,9.30
11-14,14:45,5.382,9.30
11-14,15:15,5.385,9.40
11-14,15:45,5.431,9.40
11-14,16:15,5.464,9.60
11-14,16:45,5.467,9.60
11-14,17:15,5.470,9.60
11-14,17:45,5.480,9.60
11-14,18:15,4.915,9.80
11-14,18:45,4.874,9.80
11-14,19:15,4.830,10.00
11-14,19:45,4.790,10.00
11-14,20:15,4.762,10.10
11-14,20:45,4.759,10.10
11-14,21:15,4.761,10.20
11-14,21:45,4.760,10.20
11-14,22:15,5.625,9.80
11-14,22:45,5.596,9.80
11-14,23:15,5.753,9.10
11-14,23:45,5.803,9.10
11-15,00:15,5.987,8.30
11-15,00:45,6.077,8.30
11-15,01:15,6.160,7.70
11-15,01:45,6.231,7.70
11-15,02:15,6.318,6.80
11-15,02:45,6.422,6.80
11-15,03:15,6.420,7.90
11-15,03:45,6.312,7.90
11-15,04:15,6.313,6.80
11-15,04:45,6.432,6.80
11-15,05:15,6.526,6.30
11-15,05:45,6.593,6.30
11-15,06:15,6.621,6.50
11-15,06:45,6.611,6.50
11-15,07:15,6.677,5.20
11-15,07:45,6.826,5.20
11-15,08:15,6.805,6.80
11-15,08:45,6.555,6.80
11-15,09:15,5.717,8.10
11-15,09:45,5.524,8.10
11-15,10:15,5.280,8.90
11-15,10:45,4.941,8.90
11-15,11:15,4.688,9.30
11-15,11:45,4.688,9.30
11-15,12:15,4.688,9.80
11-15,12:45,4.688,9.80
11-15,13:15,4.688,9.30
11-15,13:45,4.688,9.30
11-15,14:15,4.688,8.80
11-15,14:45,4.688,8.80
11-15,15:15,4.688,7.10
11-15,15:45,4.696,7.10
11-15,16:15,5.352,6.00
11-15,16:45,5.724,6.00
11-15,17:15,5.939,5.70
11-15,17:45,6.063,5.70
11-15,18:15,5.588,5.60
11-15,18:45,5.622,5.60
11-15,19:15,5.651,5.40
11-15,19:45,5.684,5.40
11-15,20:15,5.727,5.10
11-15,20:45,5.794,5.10
11-15,21:15,5.767,6.60
11-15,21:45,5.635,6.60
11-15,22:15,6.337,8.00
11-15,22:45,6.116,8.00
11-15,23:15,6.132,8.00
11-15,23:45,6.097,8.00
11-16,00:15,6.219,7.50
11-16,00:45,6.269,7.50
11-16,01:15,6.276,7.90
11-16,01:45,6.234,7.90
11-16,02:15,6.190,8.30
11-16,02:45,6.144,8.30
11-16,03:15,6.103,8.60
11-16,03:45,6.066,8.60
11-16,04:15,6.029,8.90
11-16,04:45,5.991,8.90
11-16,05:15,5.942,9.40
11-16,05:45,5.882,9.40
11-16,06:15,5.855,9.30
11-16,06:45,5.858,9.30
11-16,07:15,5.872,9.00
11-16,07:45,5.895,9.00
11-16,08:15,5.845,9.90
11-16,08:45,5.683,9.90
11-16,09:15,4.954,10.40
11-16,09:45,4.902,10.40
11-16,10:15,4.863,10.90
11-16,10:45,4.796,10.90
11-16,11:15,4.706,11.70
11-16,11:45,4.688,11.70
11-16,12:15,4.688,10.90
11-16,12:45,4.688,10.90
11-16,13:15,4.688,10.90
11-16,13:45,4.688,10.90
11-16,14:15,4.688,10.90
11-16,14:45,4.688,10.90
11-16,15:15,4.754,9.60
11-16,15:45,5.034,9.60
11-16,16:15,5.259,8.60
11-16,16:45,5.427,8.60
11-16,17:15,5.567,7.80
11-16,17:45,5.690,7.80
11-16,18:15,5.295,6.10
11-16,18:45,5.484,6.10
11-16,19:15,5.601,5.80
11-16,19:45,5.648,5.80
11-16,20:15,5.690,5.60
11-16,20:45,5.744,5.60
11-16,21:15,5.811,5.20
11-16,21:45,5.882,5.20
11-16,22:15,6.835,4.00
11-16,22:45,6.914,4.00
11-16,23:15,7.160,2.90
11-16,23:45,7.276,2.90
11-17,00:15,7.513,1.90
11-17,00:45,7.641,1.90
11-17,01:15,7.733,1.60
11-17,01:45,7.784,1.60
11-17,02:15,7.848,1.00
11-17,02:45,7.932,1.00
11-17,03:15,7.977,1.20
11-17,03:45,7.980,1.20
11-17,04:15,7.968,1.60
11-17,04:45,7.940,1.60
11-17,05:15,7.951,1.20
11-17,05:45,8.006,1.20
11-17,06:15,8.043,1.20
11-17,06:45,8.060,1.20
11-17,07:15,8.041,1.80
11-17,07:45,7.982,1.80
11-17,08:15,7.909,2.30
11-17,08:45,7.781,2.30
11-17,09:15,6.988,3.90
11-17,09:45,6.745,3.90
11-17,10:15,6.565,4.50
11-17,10:45,6.484,4.50
11-17,11:15,6.437,5.20
11-17,11:45,6.386,5.20
11-17,12:15,6.345,5.90
11-17,12:45,6.334,5.90
11-17,13:15,6.309,6.50
11-17,13:45,6.215,6.50
11-17,14:15,6.175,6.30
11-17,14:45,6.243,6.30
11-17,15:15,6.390,4.90
11-17,15:45,6.619,4.90
11-17,16:15,6.814,4.00
11-17,16:45,6.962,4.00
11-17,17:15,7.128,2.60
11-17,17:45,7.316,2.60
11-17,18:15,6.845,3.00
11-17,18:45,6.810,3.00
11-17,19:15,6.824,2.30
11-17,19:45,6.896,2.30
11-17,20:15,6.912,2.80
11-17,20:45,6.888,2.80
11-17,21:15,6.894,2.80
11-17,21:45,6.921,2.80
11-17,22:15,7.808,2.40
11-17,22:45,7.795,2.40
11-17,23:15,7.943,2.10
11-17,23:45,7.959,2.10
11-18,00:15,8.039,2.90
11-18,00:45,7.957,2.90
11-18,01:15,7.941,2.40
11-18,01:45,7.995,2.40
11-18,02:15,7.983,3.20
11-18,02:45,7.900,3.20
11-18,03:15,7.861,3.10
11-18,03:45,7.869,3.10
11-18,04:15,7.898,2.70
11-18,04:45,7.949,2.70
11-18,05:15,8.020,2.00
11-18,05:45,8.108,2.00
11-18,06:15,8.137,2.40
11-18,06:45,8.108,2.40
11-18,07:15,8.068,2.90
11-18,07:45,8.013,2.90
11-18,08:15,7.997,2.30
11-18,08:45,7.972,2.30
11-18,09:15,7.266,3.40
11-18,09:45,7.115,3.40
11-18,10:15,6.957,4.40
11-18,10:45,6.740,4.40
11-18,11:15,6.420,5.30
11-18,11:45,5.933,5.30
11-18,12:15,5.503,6.10
11-18,12:45,5.445,6.10
11-18,13:15,5.564,6.10
11-18,13:45,5.634,6.10
11-18,14:15,5.886,4.70
11-18,14:45,6.366,4.70
11-18,15:15,6.706,4.50
11-18,15:45,6.879,4.50
11-18,16:15,7.001,4.20
11-18,16:45,7.088,4.20
11-18,17:15,7.125,4.50
11-18,17:45,7.122,4.50
11-18,18:15,6.545,4.90
11-18,18:45,6.495,4.90
11-18,19:15,6.489,4.40
11-18,19:45,6.536,4.40
11-18,20:15,6.632,3.20
11-18,20:45,6.789,3.20
11-18,21:15,6.834,4.20
11-18,21:45,6.756,4.20
11-18,22:15,7.473,5.80
11-18,22:45,7.229,5.80
11-18,23:15,7.198,6.40
11-18,23:45,7.090,6.40
11-19,00:15,7.142,6.40
11-19,00:45,7.126,6.40
11-19,01:15,7.110,6.50
11-19,01:45,7.091,6.50
11-19,02:15,7.085,6.40
11-19,02:45,7.091,6.40
11-19,03:15,7.125,5.80
11-19,03:45,7.187,5.80
11-19,04:15,7.262,5.00
11-19,04:45,7.353,5.00
11-19,05:15,7.421,4.70
11-19,05:45,7.463,4.70
11-19,06:15,7.499,4.50
11-19,06:45,7.527,4.50
11-19,07:15,7.544,4.50
11-19,07:45,7.549,4.50
11-19,08:15,7.569,4.00
11-19,08:45,7.560,4.00
11-19,09:15,6.893,4.80
11-19,09:45,6.801,4.80
11-19,10:15,6.652,6.10
11-19,10:45,6.222,6.10
11-19,11:15,5.717,6.00
11-19,11:45,5.574,6.00
11-19,12:15,5.499,6.80
11-19,12:45,5.205,6.80
11-19,13:15,4.931,6.90
11-19,13:45,4.799,6.90
11-19,14:15,4.978,6.00
11-19,14:45,5.522,6.00
11-19,15:15,6.098,3.70
11-19,15:45,6.670,3.70
11-19,16:15,7.054,2.40
11-19,16:45,7.307,2.40
11-19,17:15,7.433,2.80
11-19,17:45,7.448,2.80
11-19,18:15,6.927,2.40
11-19,18:45,6.977,2.40
11-19,19:15,6.949,3.40
11-19,19:45,6.845,3.40
11-19,20:15,6.745,4.30
11-19,20:45,6.664,4.30
11-19,21:15,6.649,4.00
11-19,21:45,6.698,4.00
11-19,22:15,7.601,3.50
11-19,22:45,7.597,3.50
11-19,23:15,7.712,3.90
11-19,23:45,7.649,3.90
11-20,00:15,7.723,4.00
11-20,00:45,7.709,4.00
11-20,01:15,7.703,4.00
11-20,01:45,7.703,4.00
11-20,02:15,7.721,3.70
11-20,02:45,7.757,3.70
11-20,03:15,7.790,3.50
11-20,03:45,7.817,3.50
11-20,04:15,7.850,3.20
11-20,04:45,7.891,3.20
11-20,05:15,7.955,2.50
11-20,05:45,8.042,2.50
11-20,06:15,8.104,2.30
11-20,06:45,8.139,2.30
11-20,07:15,8.198,1.60
11-20,07:45,8.278,1.60
11-20,08:15,8.269,2.30
11-20,08:45,8.118,2.30
11-20,09:15,7.276,4.70
11-20,09:45,6.964,4.70
11-20,10:15,6.678,5.10
11-20,10:45,6.361,5.10
11-20,11:15,5.969,6.10
11-20,11:45,5.673,6.10
11-20,12:15,5.482,5.90
11-20,12:45,5.245,5.90
11-20,13:15,5.089,5.40
11-20,13:45,5.165,5.40
11-20,14:15,5.436,5.30
11-20,14:45,5.843,5.30
11-20,15:15,6.326,3.00
11-20,15:45,6.903,3.00
11-20,16:15,7.293,1.70
11-20,16:45,7.549,1.70
11-20,17:15,7.687,1.90
11-20,17:45,7.725,1.90
11-20,18:15,7.212,1.60
11-20,18:45,7.252,1.60
11-20,19:15,7.340,0.30
11-20,19:45,7.485,0.30
11-20,20:15,7.575,0.20
11-20,20:45,7.624,0.20
11-20,21:15,7.643,0.70
11-20,21:45,7.621,0.70
11-20,22:15,8.453,0.80
11-20,22:45,8.386,0.80
11-20,23:15,8.430,2.50
11-20,23:45,8.241,2.50
11-21,00:15,8.326,1.20
11-21,00:45,8.469,1.20
11-21,01:15,8.501,2.20
11-21,01:45,8.417,2.20
11-21,02:15,8.408,1.70
11-21,02:45,8.479,1.70
11-21,03:15,8.537,1.50
11-21,03:45,8.578,1.50
11-21,04:15,8.599,1.60
11-21,04:45,8.604,1.60
11-21,05:15,8.624,1.40
11-21,05:45,8.659,1.40
11-21,06:15,8.685,1.40
11-21,06:45,8.699,1.40
11-21,07:15,8.711,1.40
11-21,07:45,8.722,1.40
11-21,08:15,8.709,1.60
11-21,08:45,8.620,1.60
11-21,09:15,7.898,2.30
11-21,09:45,7.774,2.30
11-21,10:15,7.610,3.40
11-21,10:45,7.248,3.40
11-21,11:15,6.721,4.40
11-21,11:45,6.211,4.40
11-21,12:15,5.843,4.60
11-21,12:45,5.735,4.60
11-21,13:15,5.631,5.20
11-21,13:45,5.250,5.20
11-21,14:15,5.287,3.10
11-21,14:45,6.070,3.10
11-21,15:15,6.761,2.30
11-21,15:45,7.227,2.30
11-21,16:15,7.459,3.10
11-21,16:45,7.515,3.10
11-21,17:15,7.517,4.00
11-21,17:45,7.490,4.00
11-21,18:15,6.825,6.00
11-21,18:45,6.624,6.00
11-21,19:15,6.485,6.50
11-21,19:45,6.420,6.50
11-21,20:15,6.382,6.60
11-21,20:45,6.384,6.60
11-21,21:15,6.466,5.30
11-21,21:45,6.623,5.30
11-21,22:15,7.519,6.00
11-21,22:45,7.383,6.00
11-21,23:15,7.467,5.40
11-21,23:45,7.483,5.40
11-22,00:15,7.615,5.10
11-22,00:45,7.634,5.10
11-22,01:15,7.690,4.20
11-22,01:45,7.781,4.20
11-22,02:15,7.829,4.20
11-22,02:45,7.832,4.20
11-22,03:15,7.834,4.20
11-22,03:45,7.834,4.20
11-22,04:15,7.769,5.40
11-22,04:45,7.636,5.40
11-22,05:15,7.571,5.20
11-22,05:45,7.580,5.20
11-22,06:15,7.492,6.90
11-22,06:45,7.300,6.90
11-22,07:15,7.272,5.40
11-22,07:45,7.414,5.40
11-22,08:15,7.456,5.70
11-22,08:45,7.339,5.70
11-22,09:15,6.589,6.60
11-22,09:45,6.426,6.60
11-22,10:15,6.211,7.40
11-22,10:45,5.974,7.40
11-22,11:15,5.776,8.20
11-22,11:45,5.563,8.20
11-22,12:15,5.393,8.40
11-22,12:45,5.289,8.40
11-22,13:15,5.256,7.70
11-22,13:45,5.278,7.70
11-22,14:15,5.461,6.50
11-22,14:45,5.853,6.50
11-22,15:15,6.200,5.80
11-22,15:45,6.493,5.80
11-22,16:15,6.652,5.80
11-22,16:45,6.717,5.80
11-22,17:15,6.833,4.40
11-22,17:45,7.015,4.40
11-22,18:15,6.562,4.40
11-22,18:45,6.569,4.40
11-22,19:15,6.552,4.70
11-22,19:45,6.517,4.70
11-22,20:15,6.436,5.90
11-22,20:45,6.324,5.90
11-22,21:15,6.270,6.00
11-22,21:45,6.270,6.00
11-22,22:15,7.148,5.40
11-22,22:45,7.144,5.40
11-22,23:15,7.306,4.90
11-22,23:45,7.339,4.90
11-23,00:15,7.457,5.20
11-23,00:45,7.424,5.20
11-23,01:15,7.381,5.60
11-23,01:45,7.332,5.60
11-23,02:15,7.304,5.60
11-23,02:45,7.299,5.60
11-23,03:15,7.313,5.30
11-23,03:45,7.345,5.30
11-23,04:15,7.411,4.40
11-23,04:45,7.511,4.40
11-23,05:15,7.522,5.20
11-23,05:45,7.442,5.20
11-23,06:15,7.306,6.90
11-23,06:45,7.112,6.90
11-23,07:15,7.008,6.80
11-23,07:45,7.002,6.80
11-23,08:15,6.952,7.40
11-23,08:45,6.805,7.40
11-23,09:15,6.085,7.70
11-23,09:45,6.030,7.70
11-23,10:15,5.965,8.10
11-23,10:45,5.815,8.10
11-23,11:15,5.616,8.80
11-23,11:45,5.476,8.80
11-23,12:15,5.369,9.40
11-23,12:45,5.232,9.40
11-23,13:15,5.059,10.00
11-23,13:45,4.825,10.00
11-23,14:15,4.765,9.40
11-23,14:45,5.000,9.40
11-23,15:15,5.275,9.00
11-23,15:45,5.582,9.00
11-23,16:15,5.772,8.50
11-23,16:45,5.894,8.50
11-23,17:15,5.971,8.30
11-23,17:45,6.021,8.30
11-23,18:15,5.486,8.40
11-23,18:45,5.467,8.40
11-23,19:15,5.476,7.90
11-23,19:45,5.520,7.90
11-23,20:15,5.600,6.90
11-23,20:45,5.729,6.90
11-23,21:15,5.832,6.50
11-23,21:45,5.903,6.50
11-23,22:15,6.756,7.10
11-23,22:45,6.631,7.10
11-23,23:15,6.715,6.80
11-23,23:45,6.717,6.80
11-24,00:15,6.846,6.50
11-24,00:45,6.875,6.50
11-24,01:15,6.914,6.10
11-24,01:45,6.962,6.10
11-24,02:15,7.006,5.80
11-24,02:45,7.046,5.80
11-24,03:15,7.053,6.10
11-24,03:45,7.024,6.10
11-24,04:15,6.985,6.50
11-24,04:45,6.936,6.50
11-24,05:15,6.928,6.10
11-24,05:45,6.966,6.10
11-24,06:15,6.970,6.40
11-24,06:45,6.937,6.40
11-24,07:15,6.820,8.20
11-24,07:45,6.619,8.20
11-24,08:15,6.419,9.60
11-24,08:45,6.178,9.60
11-24,09:15,5.383,10.40
11-24,09:45,5.278,10.40
11-24,10:15,5.186,11.00
11-24,10:45,5.018,11.00
11-24,11:15,4.765,12.40
11-24,11:45,4.688,12.40
11-24,12:15,4.688,12.50
11-24,12:45,4.688,12.50
11-24,13:15,4.688,12.50
11-24,13:45,4.688,12.50
11-24,14:15,4.688,11.90
11-24,14:45,4.688,11.90
11-24,15:15,4.819,11.50
11-24,15:45,4.947,11.50
11-24,16:15,5.037,11.10
11-24,16:45,5.108,11.10
11-24,17:15,5.117,11.70
11-24,17:45,5.065,11.70
11-24,18:15,4.688,13.30
11-24,18:45,4.688,13.30
11-24,19:15,4.688,13.30
11-24,19:45,4.688,13.30
11-24,20:15,4.688,13.20
11-24,20:45,4.688,13.20
11-24,21:15,4.688,13.20
11-24,21:45,4.688,13.20
11-24,22:15,4.688,13.00
11-24,22:45,4.688,13.00
11-24,23:15,4.688,13.40
11-24,23:45,4.688,13.40
11-25,00:15,4.756,13.50
11-25,00:45,4.773,13.50
11-25,01:15,4.774,13.40
11-25,01:45,4.782,13.40
11-25,02:15,4.816,12.80
11-25,02:45,4.877,12.80
11-25,03:15,4.929,12.40
11-25,03:45,4.971,12.40
11-25,04:15,4.965,12.90
11-25,04:45,4.909,12.90
11-25,05:15,4.897,12.50
11-25,05:45,4.931,12.50
11-25,06:15,4.903,13.30
11-25,06:45,4.810,13.30
11-25,07:15,4.765,13.10
11-25,07:45,4.772,13.10
11-25,08:15,4.746,13.30
11-25,08:45,4.688,13.30
11-25,09:15,4.688,13.20
11-25,09:45,4.688,13.20
11-25,10:15,4.688,13.20
11-25,10:45,4.688,13.20
11-25,11:15,4.688,13.40
11-25,11:45,4.688,13.40
11-25,12:15,4.688,12.40
11-25,12:45,4.688,12.40
11-25,13:15,4.688,12.30
11-25,13:45,4.688,12.30
11-25,14:15,4.688,11.50
11-25,14:45,4.688,11.50
11-25,15:15,4.688,10.90
11-25,15:45,4.688,10.90
11-25,16:15,4.688,9.80
11-25,16:45,4.688,9.80
11-25,17:15,4.799,9.40
11-25,17:45,4.985,9.40
11-25,18:15,4.688,8.90
11-25,18:45,4.688,8.90
11-25,19:15,4.688,8.50
11-25,19:45,4.688,8.50
11-25,20:15,4.751,8.00
11-25,20:45,4.852,8.00
11-25,21:15,4.929,7.80
11-25,21:45,4.981,7.80
11-25,22:15,5.886,7.30
11-25,22:45,5.887,7.30
11-25,23:15,6.030,7.30
11-25,23:45,6.016,7.30
11-26,00:15,6.179,6.30
11-26,00:45,6.293,6.30
11-26,01:15,6.395,5.60
11-26,01:45,6.487,5.60
11-26,02:15,6.503,6.30
11-26,02:45,6.442,6.30
11-26,03:15,6.412,6.30
11-26,03:45,6.419,6.30
11-26,04:15,6.514,4.70
11-26,04:45,6.703,4.70
11-26,05:15,6.836,4.30
11-26,05:45,6.906,4.30
11-26,06:15,6.988,3.60
11-26,06:45,7.083,3.60
11-26,07:15,7.151,3.40
11-26,07:45,7.194,3.40
11-26,08:15,7.178,4.00
11-26,08:45,7.051,4.00
11-26,09:15,6.268,5.50
11-26,09:45,6.056,5.50
11-26,10:15,5.868,6.30
11-26,10:45,5.690,6.30
11-26,11:15,5.531,6.90
11-26,11:45,5.443,6.90
11-26,12:15,5.379,7.10
11-26,12:45,5.245,7.10
11-26,13:15,5.165,7.00
11-26,13:45,5.286,7.00
11-26,14:15,5.409,7.70
11-26,14:45,5.439,7.70
11-26,15:15,5.538,7.20
11-26,15:45,5.734,7.20
11-26,16:15,5.879,6.80
11-26,16:45,5.977,6.80
11-26,17:15,6.086,5.90
11-26,17:45,6.215,5.90
11-26,18:15,5.786,4.90
11-26,18:45,5.899,4.90
11-26,19:15,5.964,4.80
11-26,19:45,5.984,4.80
11-26,20:15,5.990,5.00
11-26,20:45,5.996,5.00
11-26,21:15,6.019,4.90
11-26,21:45,6.054,4.90
11-26,22:15,6.903,5.30
11-26,22:45,6.802,5.30
11-26,23:15,6.886,5.30
11-26,23:45,6.862,5.30
11-27,00:15,6.938,5.80
11-27,00:45,6.881,5.80
11-27,01:15,6.821,6.30
11-27,01:45,6.763,6.30
11-27,02:15,6.715,6.60
11-27,02:45,6.679,6.60
11-27,03:15,6.622,7.30
11-27,03:45,6.540,7.30
11-27,04:15,6.471,7.70
11-27,04:45,6.416,7.70
11-27,05:15,6.357,8.20
11-27,05:45,6.294,8.20
11-27,06:15,6.203,9.20
11-27,06:45,6.083,9.20
11-27,07:15,5.999,9.50
11-27,07:45,5.952,9.50
11-27,08:15,5.890,9.80
11-27,08:45,5.760,9.80
11-27,09:15,5.043,10.00
11-27,09:45,4.973,10.00
11-27,10:15,4.897,10.40
11-27,10:45,4.796,10.40
11-27,11:15,4.724,10.40
11-27,11:45,4.713,10.40
11-27,12:15,4.734,10.50
11-27,12:45,4.783,10.50
11-27,13:15,4.820,11.00
11-27,13:45,4.819,11.00
11-27,14:15,4.854,10.70
11-27,14:45,4.932,10.70
11-27,15:15,4.996,10.70
11-27,15:45,5.046,10.70
11-27,16:15,5.084,10.70
11-27,16:45,5.107,10.70
11-27,17:15,5.116,10.80
11-27,17:45,5.117,10.80
11-27,18:15,4.688,10.60
11-27,18:45,4.688,10.60
11-27,19:15,4.688,11.20
11-27,19:45,4.688,11.20
11-27,20:15,4.688,10.80
11-27,20:45,4.688,10.80
11-27,21:15,4.688,10.80
11-27,21:45,4.688,10.80
11-27,22:15,5.115,10.80
11-27,22:45,5.236,10.80
11-27,23:15,5.360,10.80
11-27,23:45,5.341,10.80
11-28,00:15,5.452,10.60
11-28,00:45,5.470,10.60
11-28,01:15,5.478,10.60
11-28,01:45,5.475,10.60
11-28,02:15,5.488,10.30
11-28,02:45,5.518,10.30
11-28,03:15,5.533,10.30
11-28,03:45,5.532,10.30
11-28,04:15,5.503,10.80
11-28,04:45,5.444,10.80
11-28,05:15,5.431,10.40
11-28,05:45,5.467,10.40
11-28,06:15,5.485,10.40
11-28,06:45,5.483,10.40
11-28,07:15,5.486,10.30
11-28,07:45,5.496,10.30
11-28,08:15,5.515,9.80
11-28,08:45,5.497,9.80
11-28,09:15,4.864,9.80
11-28,09:45,4.849,9.80
11-28,10:15,4.827,10.20
11-28,10:45,4.779,10.20
11-28,11:15,4.741,10.50
11-28,11:45,4.720,10.50
11-28,12:15,4.721,10.50
11-28,12:45,4.746,10.50
11-28,13:15,4.791,10.30
11-28,13:45,4.856,10.30
11-28,14:15,4.906,10.50
11-28,14:45,4.937,10.50
11-28,15:15,5.029,9.40
11-28,15:45,5.177,9.40
11-28,16:15,5.270,9.30
11-28,16:45,5.306,9.30
11-28,17:15,5.288,10.10
11-28,17:45,5.217,10.10
11-28,18:15,4.688,9.60
11-28,18:45,4.688,9.60
11-28,19:15,4.688,9.50
11-28,19:45,4.688,9.50
11-28,20:15,4.688,9.60
11-28,20:45,4.690,9.60
11-28,21:15,4.690,9.90
11-28,21:45,4.688,9.90
11-28,22:15,5.489,9.90
11-28,22:45,5.429,9.90
11-28,23:15,5.521,10.00
11-28,23:45,5.480,10.00
11-29,00:15,5.564,10.10
11-29,00:45,5.544,10.10
11-29,01:15,5.558,9.60
11-29,01:45,5.606,9.60
11-29,02:15,5.631,9.60
11-29,02:45,5.631,9.60
11-29,03:15,5.647,9.30
11-29,03:45,5.679,9.30
11-29,04:15,5.695,9.30
11-29,04:45,5.697,9.30
11-29,05:15,5.729,8.70
11-29,05:45,5.794,8.70
11-29,06:15,5.829,8.70
11-29,06:45,5.837,8.70
11-29,07:15,5.832,8.90
11-29,07:45,5.814,8.90
11-29,08:15,5.797,8.80
11-29,08:45,5.735,8.80
11-29,09:15,5.003,10.10
11-29,09:45,4.805,10.10
11-29,10:15,4.688,10.90
11-29,10:45,4.688,10.90
11-29,11:15,4.688,10.50
11-29,11:45,4.688,10.50
11-29,12:15,4.688,10.20
11-29,12:45,4.688,10.20
11-29,13:15,4.688,10.20
11-29,13:45,4.688,10.20
11-29,14:15,4.688,9.90
11-29,14:45,4.688,9.90
11-29,15:15,4.688,10.00
11-29,15:45,4.688,10.00
11-29,16:15,4.876,9.20
11-29,16:45,5.070,9.20
11-29,17:15,5.190,8.90
11-29,17:45,5.265,8.90
11-29,18:15,4.817,7.70
11-29,18:45,4.950,7.70
11-29,19:15,5.091,6.40
11-29,19:45,5.244,6.40
11-29,20:15,5.438,4.50
11-29,20:45,5.687,4.50
11-29,21:15,5.776,5.70
11-29,21:45,5.692,5.70
11-29,22:15,6.464,6.30
11-29,22:45,6.336,6.30
11-29,23:15,6.372,6.90
11-29,23:45,6.280,6.90
11-30,00:15,6.313,7.50
11-30,00:45,6.241,7.50
11-30,01:15,6.154,8.40
11-30,01:45,6.052,8.40
11-30,02:15,5.993,8.50
11-30,02:45,5.975,8.50
11-30,03:15,6.023,7.40
11-30,03:45,6.139,7.40
11-30,04:15,6.149,8.40
11-30,04:45,6.048,8.40
11-30,05:15,5.987,8.50
11-30,05:45,5.969,8.50
11-30,06:15,5.948,8.70
11-30,06:45,5.924,8.70
11-30,07:15,5.910,8.70
11-30,07:45,5.908,8.70
11-30,08:15,5.896,8.60
11-30,08:45,5.827,8.60
11-30,09:15,5.142,8.90
11-30,09:45,5.057,8.90
11-30,10:15,4.943,8.50
11-30,10:45,4.753,8.50
11-30,11:15,4.688,9.30
11-30,11:45,4.688,9.30
11-30,12:15,4.688,10.00
11-30,12:45,4.688,10.00
11-30,13:15,4.688,9.20
11-30,13:45,4.688,9.20
11-30,14:15,4.688,9.00
11-30,14:45,4.688,9.00
11-30,15:15,4.688,7.90
11-30,15:45,4.688,7.90
11-30,16:15,5.066,7.70
11-30,16:45,5.324,7.70
11-30,17:15,5.457,7.50
11-30,17:45,5.546,7.50
11-30,18:15,5.053,7.30
11-30,18:45,5.088,7.30
11-30,19:15,5.112,7.20
11-30,19:45,5.131,7.20
11-30,20:15,5.159,7.00
11-30,20:45,5.214,7.00
11-30,21:15,5.342,5.50
11-30,21:45,5.536,5.50
11-30,22:15,6.461,6.10
11-30,22:45,6.351,6.10
11-30,23:15,6.376,7.10
11-30,23:45,6.248,7.10
12-01,00:15,6.314,6.80
12-01,00:45,6.341,6.80
12-01,01:15,6.321,7.50
12-01,01:45,6.250,7.50
12-01,02:15,6.198,7.80
12-01,02:45,6.165,7.80
12-01,03:15,6.105,8.60
12-01,03:45,6.015,8.60
12-01,04:15,5.954,8.80
12-01,04:45,5.925,8.80
12-01,05:15,5.854,9.80
12-01,05:45,5.737,9.80
12-01,06:15,5.681,9.60
12-01,06:45,5.688,9.60
12-01,07:15,5.631,10.70
12-01,07:45,5.505,10.70
12-01,08:15,5.331,12.40
12-01,08:45,5.061,12.40
12-01,09:15,4.688,12.40
12-01,09:45,4.688,12.40
12-01,10:15,4.688,12.80
12-01,10:45,4.688,12.80
12-01,11:15,4.688,10.10
12-01,11:45,4.688,10.10
12-01,12:15,4.688,9.40
12-01,12:45,4.868,9.40
12-01,13:15,4.988,10.00
12-01,13:45,4.991,10.00
12-01,14:15,5.044,9.30
12-01,14:45,5.160,9.30
12-01,15:15,5.288,8.40
12-01,15:45,5.424,8.40
12-01,16:15,5.541,7.80
